sample_id,test_row_index,dataset_index,true_label,predicted_label,model_score_logit,exact_top3_group_ids,exact_top3_groups,old_top3_group_ids,old_top3_groups,top3_overlap_count,top3_overlap_jaccard,exact_shap_Protocol,exact_shap_Application,exact_shap_ConnectionState,exact_shap_Ports,exact_shap_TrafficVolume,old_linear_attr_Protocol,old_linear_attr_Application,old_linear_attr_ConnectionState,old_linear_attr_Ports,old_linear_attr_TrafficVolume
2200,2200,2594643,1,1,5.284811798503978,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,-0.07542408858244266,0.19861014804812416,2.8708806550894317,8.479556326758077,3.0350091043783687,0.0754251726167007,0.5481075171030854
2455,2455,1559895,1,1,1.410219529936022,2;3;1,Application;ConnectionState;Protocol,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-1.1512184560095486,-0.9486739447275768,0.19295673132531813,-0.17787057376805973,2.8708806550894317,9.449289922097146,0.23825033305790488,0.19295564729105996,0.2912615403943059
2659,2659,1972021,1,1,2.4114625471834645,2;3;5,Application;ConnectionState;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-1.1512184560095486,-0.9486739447275768,0.1978234847221332,0.8185056900825671,2.8708806550894317,9.449289922097146,0.23825033305790488,0.1978224006878753,2.424250471670789
2725,2725,307965,1,1,5.4632029416754655,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.10457970617606449,0.19699749646110407,2.8708806550894317,8.479556326758077,3.0350091043783687,0.1045786221418063,0.5497201686901052
2746,2746,3288567,1,1,0.6234911025556356,1;2;3,Protocol;Application;ConnectionState,2;1;5,Application;Protocol;TrafficVolume,2,0.5,-7.698729316728816,6.009024690103391,-0.9486739447275769,0.2001843185226984,0.1967550607035762,5.45794414007291,16.073237693339912,0.23825033305790488,0.20018323448844041,0.5293151395011377
3268,3268,2602865,1,1,2.234600523916744,3;1;5,ConnectionState;Protocol;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,-0.017435203531145187,0.24237045197706708,2.8708806550894317,8.479556326758077,0.11695135918910537,0.0174362875654034,0.5918678476573883
3562,3562,132225,1,1,2.339432261567813,3;1;5,ConnectionState;Protocol;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.6300954784335281,-0.18148486067047953,-1.3038756369745874,0.08578387834585088,0.2439831077511396,2.8708806550894317,8.479556326758077,0.11695135918910537,0.1411095725781711,0.590255191883316
3703,3703,2342123,1,1,2.285279539544401,3;1;5,ConnectionState;Protocol;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,0.03324381209651151,0.24237045197706705,2.8708806550894317,8.479556326758077,0.11695135918910537,0.055187339031595575,0.5918678476573883
3955,3955,286903,1,1,5.469383113909869,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335282,-0.1814848606704793,1.848084826592887,0.11075989462187685,0.19699748024969566,2.8708806550894317,8.479556326758077,3.0350091043783687,0.11075881058761888,0.5497201849015139
5001,5001,1958080,1,1,2.0517062709467684,2;3;1,Application;ConnectionState;Protocol,2;5;1,Application;TrafficVolume;Protocol,2,0.5,0.6300954784335281,-1.1512184560095486,-0.9486739447275768,0.16998608058952502,0.4865868179784795,2.8708806550894317,9.449289922097146,0.23825033305790488,0.2158338525584646,3.3149557599380244
6077,6077,2588570,1,1,2.4181776573698683,3;1;5,ConnectionState;Protocol;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,0.1661419299219786,0.24237045197706705,2.8708806550894317,8.479556326758077,0.11695135918910537,0.21919931050954797,0.5918678476573883
6184,6184,2943026,1,1,1.3380572221759701,3;4;1,ConnectionState;Ports;Protocol,2;1;4,Application;Protocol;Ports,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,-0.915591161045992,0.24398310775113952,2.8708806550894317,8.479556326758077,0.11695135918910537,0.9341506644940545,0.590255191883316
7005,7005,880516,1,1,6.3141565295271604,3;1;2,ConnectionState;Protocol;Application,2;3;1,Application;ConnectionState;Protocol,3,1.0,0.6300954784335281,-0.1814848606704793,2.7433941825235064,0.1651283896943514,0.09209304486389303,2.8708806550894317,8.479556326758077,3.9303184603089885,0.1989707926448701,0.34298952884447176
7323,7323,2747430,1,1,4.876020089181313,3;1;2,ConnectionState;Protocol;Application,2;1;3,Application;Protocol;ConnectionState,3,1.0,0.6300954784335281,-0.18148486067047934,1.2681788538573024,0.1353710712369558,0.15892925164164456,2.8708806550894317,8.479556326758077,2.4551031316427845,0.22860845043210581,0.47617271200783395
7927,7927,2327316,1,1,5.530176096389486,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.1699402220789436,0.19861013527224555,2.8708806550894317,8.479556326758077,3.0350091043783687,0.2141444437173895,0.5481075298789637
8962,8962,373753,1,1,5.43753139689668,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.07890814754779729,0.19699751031058563,2.8708806550894317,8.479556326758077,3.0350091043783687,0.07890706351353909,0.5497201548406239
9023,9023,1355363,1,1,2.895839117324672,3;1;2,ConnectionState;Protocol;Application,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.6300954784335281,-0.18148486067047953,-0.7641960350411057,0.1803054900789571,0.16618874984141077,2.8708806550894317,8.479556326758077,0.42272824274437615,0.1837936922602645,0.4608556560181486
9786,9786,1085753,1,0,-0.39602771956999216,1;2;3,Protocol;Application;ConnectionState,2;1;5,Application;Protocol;TrafficVolume,2,0.5,-7.698729316728816,4.981301397145514,-0.9486739447275767,0.20345189430744193,0.20169195575108212,5.45794414007291,15.045514400382036,0.23825033305790488,0.20345081027318399,0.5294142073162623
9817,9817,2993980,1,1,5.064898895199083,3;1;4,ConnectionState;Protocol;Ports,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,-0.2969496352076124,0.2002227913683992,2.8708806550894317,8.479556326758077,3.0350091043783687,0.3045971044145313,0.5464948737828104
10629,10629,662149,1,1,3.5958949727931464,1;5;2,Protocol;TrafficVolume;Application,2;1;3,Application;Protocol;ConnectionState,2,0.5,0.630095478433528,-0.18148486067047953,-0.07440369469235474,0.1579436279431641,0.19881412709692683,2.8708806550894317,8.479556326758077,1.112520583093127,0.20615555439605718,0.5418603768825558
10851,10851,1797084,1,1,2.4007286199733437,3;1;5,ConnectionState;Protocol;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,0.14869289252545403,0.24237045197706705,2.8708806550894317,8.479556326758077,0.11695135918910537,0.21540628981376742,0.5918678476573883
11105,11105,1360183,1,1,2.8982618327306824,3;1;4,ConnectionState;Protocol;Ports,2;1;5,Application;Protocol;TrafficVolume,1,0.2,0.630095478433528,-0.18148486067047953,-0.7641960350411057,0.18272821740196357,0.16618873792441494,2.8708806550894317,8.479556326758077,0.42272824274437615,0.18272713336770535,0.4608556679351442
11401,11401,2013102,1,1,0.5131007837439632,1;2;3,Protocol;Application;ConnectionState,2;1;5,Application;Protocol;TrafficVolume,2,0.5,-7.698729316728816,6.009024690103391,-0.9486739447275769,0.17156241259402696,0.1149866478205752,5.45794414007291,16.073237693339912,0.23825033305790488,0.215873127235459,0.3902925575749403
11448,11448,1072606,1,1,2.872697486262938,3;1;4,ConnectionState;Protocol;Ports,2;1;3,Application;Protocol;ConnectionState,2,0.5,0.6300954784335281,-0.18148486067047953,-0.7641960350411057,0.1845066590911522,0.13884594976748185,2.8708806550894317,8.479556326758077,0.42272824274437615,0.18450557505689388,0.3897423796102397
12038,12038,2104877,1,1,0.5033297588445618,1;2;3,Protocol;Application;ConnectionState,2;1;5,Application;Protocol;TrafficVolume,2,0.5,-7.698729316728816,6.009024690103391,-0.9486739447275769,0.16179163354976142,0.11498640196543901,5.45794414007291,16.073237693339912,0.23825033305790488,0.22564390627972458,0.39029280343007644
12481,12481,137513,1,1,0.5660762267780024,4;3;1,Ports;ConnectionState;Protocol,2;1;4,Application;Protocol;Ports,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,-1.6875721564439599,0.24398310775113952,2.8708806550894317,8.479556326758077,0.11695135918910537,1.687573240478218,0.590255191883316
12597,12597,745910,1,1,6.333182949202538,3;1;4,ConnectionState;Protocol;Ports,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335282,-0.1814848606704793,2.743394182523506,0.18384994900093954,0.09239790523268178,2.8708806550894317,8.479556326758077,3.9303184603089885,0.18384886496668135,0.3432943892132606
14578,14578,758072,1,1,2.9040850397852895,3;1;4,ConnectionState;Protocol;Ports,2;1;5,Application;Protocol;TrafficVolume,1,0.2,0.630095478433528,-0.18148486067047953,-0.7641960350411057,0.1885514495788856,0.16618871280209957,2.8708806550894317,8.479556326758077,0.42272824274437615,0.19726848356910423,0.46085569305745944
15459,15459,1535914,1,1,0.9805251018636274,2;3;1,Application;ConnectionState;Protocol,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-1.1512184560095486,-0.9486739447275767,0.18223283524796818,-0.5968411057631045,2.8708806550894317,9.449289922097146,0.23825033305790488,0.2035870979000214,0.6763662240198505
16013,16013,771880,1,1,6.313663704672376,3;1;2,ConnectionState;Protocol;Application,2;3;1,Application;ConnectionState;Protocol,3,1.0,0.6300954784335281,-0.1814848606704793,2.743394182523506,0.16461722082560273,0.0921113888778571,2.8708806550894317,8.479556326758077,3.9303184603089885,0.1994819615136189,0.3430078728584359
16252,16252,1872366,1,1,0.5211185789950545,1;2;3,Protocol;Application;ConnectionState,2;1;5,Application;Protocol;TrafficVolume,2,0.5,-7.698729316728816,6.009024690103391,-0.9486739447275769,0.1764398150386686,0.11812704062702471,5.45794414007291,16.073237693339912,0.23825033305790488,0.21099572479081752,0.3982312888028481
17408,17408,2767287,1,1,5.521202131912165,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.1609662580310649,0.19861013484280468,2.8708806550894317,8.479556326758077,3.0350091043783687,0.16645298858305044,0.5481075303084051
17658,17658,1366965,1,1,6.352474341659816,3;1;2,ConnectionState;Protocol;Application,2;3;1,Application;ConnectionState;Protocol,3,1.0,0.6300954784335282,-0.1814848606704793,2.743394182523506,0.1696117663916672,0.1259274802992323,2.8708806550894317,8.479556326758077,3.9303184603089885,0.19448741594755417,0.41875311079816835
18126,18126,2036095,1,1,0.4949860614700001,1;2;3,Protocol;Application;ConnectionState,2;1;5,Application;Protocol;TrafficVolume,2,0.5,-7.698729316728816,6.009024690103391,-0.9486739447275769,0.15344786810875632,0.11498647003188296,5.45794414007291,16.073237693339912,0.23825033305790488,0.23398767172072985,0.3902927353636326
18173,18173,3070842,1,1,5.402399448896748,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.04055091859741288,0.20022279126103878,2.8708806550894317,8.479556326758077,3.0350091043783687,0.04054983456315499,0.5464948738901707
18696,18696,1991070,1,1,1.8558363854942215,2;3;1,Application;ConnectionState;Protocol,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-1.1512184560095486,-0.9486739447275768,0.16075309468742788,0.29994991842802965,2.8708806550894317,9.449289922097146,0.23825033305790488,0.22506683846056166,1.0882481510506086
18780,18780,354695,1,1,5.443838340534701,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.08521510965179414,0.1969974918446102,2.8708806550894317,8.479556326758077,3.0350091043783687,0.085214025617536,0.5497201733065991
20188,20188,1366654,1,1,6.342784071788506,3;1;4,ConnectionState;Protocol;Ports,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,2.7433941825235064,0.19602019463149217,0.08982878218809652,2.8708806550894317,8.479556326758077,3.9303184603089885,0.19601911059723426,0.3407252661686755
20276,20276,751645,1,0,-0.3966512701259819,1;2;3,Protocol;Application;ConnectionState,2;1;5,Application;Protocol;TrafficVolume,2,0.5,-7.698729316728816,4.981301397145514,-0.9486739447275767,0.20343414581450206,0.20108615368803284,5.45794414007291,15.045514400382036,0.23825033305790488,0.20343306178024403,0.5320344059975042
20891,20891,2972177,1,1,1.061438150284143,3;4;1,ConnectionState;Ports;Protocol,2;1;4,Application;Protocol;Ports,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,-1.192210232937819,0.24398310775113952,2.8708806550894317,8.479556326758077,0.11695135918910537,1.3027517331266145,0.590255191883316
21288,21288,1197616,1,1,2.864638287513385,3;1;2,ConnectionState;Protocol;Application,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.6300954784335281,-0.18148486067047953,-0.7641960350411057,0.14910466574304637,0.16618874436603412,2.8708806550894317,8.479556326758077,0.42272824274437615,0.21499451659617505,0.46085566149352497
21719,21719,170021,1,1,5.516859647054666,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335282,-0.1814848606704793,1.848084826592887,0.15823642755195255,0.19699748046441637,2.8708806550894317,8.479556326758077,3.0350091043783687,0.15823534351769444,0.5497201846867932
21837,21837,2990150,1,1,2.097639300439164,3;1;5,ConnectionState;Protocol;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,-0.15600908278279804,0.24398310775113954,2.8708806550894317,8.479556326758077,0.11695135918910537,0.2808668620178213,0.590255191883316
21970,21970,3125896,1,1,5.611812721971663,3;1;4,ConnectionState;Protocol;Ports,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.253189503757274,0.19699747917609242,2.8708806550894317,8.479556326758077,3.0350091043783687,0.2531884197230161,0.5497201859751171
22188,22188,407128,1,1,5.424061721086306,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.8480848265928873,0.06543850126151196,0.19699748078649731,2.8708806550894317,8.479556326758077,3.0350091043783687,0.06543741722725403,0.5497201843647121
22467,22467,2540702,1,1,5.416337972146652,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.8480848265928873,0.05610209772874852,0.1986101353796059,2.8708806550894317,8.479556326758077,3.0350091043783687,0.10915947831631773,0.5481075297716034
22526,22526,2977853,1,1,1.5041843079553334,3;4;1,ConnectionState;Ports;Protocol,2;1;4,Application;Protocol;Ports,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,-0.7494640752666287,0.24398310775113954,2.8708806550894317,8.479556326758077,0.11695135918910537,0.7494651593008869,0.590255191883316
24728,24728,2848935,1,1,2.324152860270382,3;1;5,ConnectionState;Protocol;TrafficVolume,2;1;5,Application;Protocol;TrafficVolume,2,0.5,0.630095478433528,-0.18148486067047953,-1.3038756369745874,0.07211713282249253,0.24237045197706705,2.8708806550894317,8.479556326758077,0.11695135918910537,0.14645901338955025,0.5918678476573883
25194,25194,3223562,1,1,5.573939239417494,3;1;4,ConnectionState;Protocol;Ports,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,0.2153160199147812,0.19699748046441637,2.8708806550894317,8.479556326758077,3.0350091043783687,0.21531493588052297,0.5497201846867932
25948,25948,1723820,1,1,3.699841828140419,3;2;1,ConnectionState;Application;Protocol,2;1;3,Application;Protocol;ConnectionState,3,1.0,0.6300954784335281,-1.1512184560095486,1.2681788538573024,0.011170647785377609,0.0766850093913982,2.8708806550894317,9.449289922097146,2.4551031316427845,0.032382920448564834,0.2668549122842385
26094,26094,2241465,1,1,5.285661279007391,3;1;5,ConnectionState;Protocol;TrafficVolume,2;3;1,Application;ConnectionState;Protocol,2,0.5,0.6300954784335281,-0.1814848606704793,1.848084826592887,-0.0761872611690941,0.20022280113818816,2.8708806550894317,8.479556326758077,3.0350091043783687,0.07618834520335202,0.5464948640130212
26654,26654,1346256,1,1,9.693187873449258,5;3;1,TrafficVolume;ConnectionState;Protocol,2;3;5,Application;ConnectionState;TrafficVolume,2,0.5,0.6300954784335282,-0.18148486067047953,2.743394182523506,0.16937393147290616,3.4668788470074343,2.8708806550894317,8.479556326758077,3.9303184603089885,0.19472525086631542,3.625685520332797
